N,Time_ms,Allocs,Memory_MiB
100,79.153597,299022,8.471839904785156
1000,244.733231,986218,26.918075561523438
10000,571.467451,2295931,63.100730895996094
100000,1038.512103,4035793,123.25720977783203
1000000,3988.035555,13509334,522.3489761352539
