N,Time_ms,Allocs,Memory_MiB
100,27.913457,92509,2.9380264282226562
1000,61.725976,207099,6.785209655761719
10000,107.682815,366604,13.488639831542969
100000,207.433601,654359,42.80461120605469
1000000,451.901534,972415,206.3053741455078
10000000,2503.067872,1575087,1757.2437362670898
