N,Time_ms,Allocs,Memory_MiB
100,4.05459,50298,2.6180191040039062
1000,11.591843,141192,11.312454223632812
10000,20.032661,86341,33.02992248535156
100000,477.953241,592184,288.25121307373047
1000000,4507.0109015,7272711,3294.7237243652344
