N,Time_ms,Allocs,Memory_MiB
100,28.930125,93551,2.9642105102539062
1000,70.663077,230919,7.74334716796875
10000,110.507926,365714,13.118797302246094
100000,189.249273,604816,31.133987426757812
1000000,443.702233,1046211,176.76385498046875
10000000,1922.458179,1423119,1266.310562133789
