N,Time_ms,Allocs,Memory_MiB
100,30.142941,97966,2.8206100463867188
1000,64.480784,211452,6.285736083984375
10000,114.801334,381463,12.372756958007812
100000,173.627793,557050,26.44860076904297
1000000,319.739427,964854,132.79662322998047
10000000,1336.017914,1124882,1142.4452667236328
