N,Time_ms,Allocs,Memory_MiB
100,9.595286,98537,4.446159362792969
1000,29.934728,299639,20.20849609375
10000,81.380412,661197,104.41034698486328
100000,420.863958,2526086,723.1880798339844
1000000,6548.238625,17805434,7361.632987976074
10000000, 1000000000, 100000000, 10000000000
